,text,place_lat_min,place_lon_min,place_lat_max,place_lon_max
785,RT @JaimePalomera: Visto en las calles de Barcelona. Lo han descubierto hoy las vecinas y vecinos de @HabitatgeVKK. https://t.co/AXbHGleXcU,,,,
786,RT @fifaworldcup_fr: Bon anniversaire à @andresiniesta8 🥇🇪🇸🎂 https://t.co/SfKXrckIAh,,,,
787,"RT @Desmo_fut: 902 partidos y 37 títulos en toda su carrera. Estuvo en la mejor generación del FC Barcelona, más de 40 premios individuales…",,,,
788,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
789,queria ter um namorado p usar os conjuntos do barcelona c ele,,,,
790,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
791,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
792,No sólo #Barcelona. ¡Disfruta de los mejores restaurantes de la provincia fuera de la ciudad! #Cataluña https://t.co/GenjRyP5UT,,,,
793,"RT @FactorGuatemala: ¡GUARDIOLA Y XAVI, LAS APUESTAS DE LOS 2 PRECANDIDATOS A LA PRESIDENCIA DEL #Barcelona!

#Laporta: ""En 2021 me present…",,,,
794,"🗣 Víctor Blanco on Lautaro Martínez with Leo Messi at #Barça:

""I will be very excited for him and for (Leo). He ha… https://t.co/gzKN8oP1Ev",,,,
795,OCCUPANTS NEW ACCEPTANCE! We just got word that “Occupants” was selected to be part of Fiction Film Festival taking… https://t.co/TuxeGoQmrG,,,,
796,deixa eu te levar pra barcelona,,,,
797,"RT @carlesenric: Lo lamentable es que se den cuenta ahora y que tanto barcelones sea ignorante ""Frente unitario en Barcelona contra Colau p…",,,,
798,Barcelona police arrest suspected Islamic State terrorist planning lockdown attack ⁦@nytimes⁩ ⁦@washingtonpost⁩ ⁦… https://t.co/2UfNzdf7BS,,,,
799,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
800,"RT @BarcaUniversal: 🗣️ — Joan Laporta: ""What I would like is the return of Guardiola. But we all know that it would be a personal decision.…",,,,
801,It is almost like @weijia @Yamiche and @kaitlancollins got tired of us reminiscing about the 1992 Barcelona Dream T… https://t.co/RIdWMbJPaY,,,,
802,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
803,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
804,"RT @rapbrvideos: então vamo junto pra barcelona, madri, paris... https://t.co/Jjeu1pBqc9",,,,
805,Odio a Vidal cuando viste la de Chile pero me cae re bien con la de Barcelona puesta. Qué cosas.,,,,
806,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
807,Promoção FC BARCELONA em andamento! #PESCM #FCB https://t.co/HDM9C3sqyg,,,,
808,2020 just keeps on getting worse 😒😢 https://t.co/fI9cACFTHd,,,,
809,RT @iamt_hansom: @Sirzelox @Zaddy_nomso Dani Alves was a starter for Sevilla at 19 and he played a major part in the team that won the Copa…,,,,
810,"RT @Scinati: @naatifavretto 24/05 - Inter 2x2 São Paulo - final da Libertadores 2006
07/06 - Inter 1x0 Barcelona - final do Mundial 2006",,,,
811,"RT @GolesdeEuropa: #Video Revive la última vez que el Barcelona se coronó campeón en la #CHAMPIONSxESPN. Fue en 2015, con triunfo contunden…",,,,
812,"RADIO KLUB // Only the best House Music and Techno with the best DJs from Ibiza, London, Berlin, Amsterdam, Barcelo… https://t.co/Y1CRx5zgj6",,,,
813,"RT @duduipa: @AdaColau Menys concerts de 500000 euros i mes neteja . Barcelona està mes bruta que mai , en tots els sentits https://t.co/G8…",,,,
814,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
815,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/Jgj1Jb01w5,,,,
816,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
817,"Barcelona ta perdendo, @fixa10_ JOGA MUITO &lt;3 https://t.co/FReo4wDFgY",,,,
818,"RT @VniTropaDoPrior: FIM DA QUARENTENA

PSG x Barcelona, Semifinal da UCL

Jogo em Paris

Isa cobrindo o jogo
Prior no camarote a convite d…",,,,
819,"RT @jdelacato10: Diego Buonanotte con el balón ante la marca de Jordi Alba, Mascherano y Thiago Alcántara, en un duelo entre el Málaga y Ba…",,,,
820,JJ // jogador do barcelona https://t.co/Z0IBhAFwbd,,,,
821,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
822,"Viendo la repetición de ese empate 2 a 2 del Barcelona vs Real Madrid solo puedo decir una cosa. BENZEMA HIJO DE PUTA, PETARDO DE MIERDA.",-75.7745879973321,4.67152799683655,-75.4501749985263,4.95156600378807
823,"RT @tiricia39: Fase 1: España ya pasa hambre. No digo yo,no funciona nada,la última hora: muchos hosteleros no abren pierden dinero dicen.…",,,,
824,"RT @lucianopotter: a @rbstv vai passar esses 4 jogos. 16h. 

17/05 - Grêmio 2x1 Peñarol - 1983

24/05 - Inter 2x2 São Paulo - 2006

31/05 -…",,,,
825,"RT @CazaTarrineros: Hoy en Los Cuyes también lloran...
Egas empezó a tirarle caca a @miguelloor 
La plata para salvar a Barcelona era del l…",,,,
826,"RT @kroosbuster: Modric performance against Atletico(2017 UCL) was so good that if he played for Barcelona , he would have rescued them fro…",,,,
827,"RT @SVargasOK: 🗣️ Hristo Stoichkov: ""El Barcelona ya era un equipo hecho, el trabajo de Guardiola fue muy fácil ya sabiendo el secreto de L…",,,,
828,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
829,"Jogaço no Camp Nou! 

Revisitamos Barcelona após o confronto na Copa do Rei e saímos de lá com um empate: 3 a 3!… https://t.co/VBFr0NAJZB",,,,
830,@EdJimenez3 @facumairal @Relatoresconvos @VHMok El algo conto que las primeras veces fue en Barcelona. Messi fue co… https://t.co/YvL3Oq3MiA,,,,
831,RT @farizzio: Teleamazonas típico de los Egas comenzó con su guerra mediática atacar a los que apoyan a Estrada Emelec y Barcelona. Para va…,,,,
832,"RT @PSOE: No vamos a dejar a nadie atrás. Por ello, se pone en marcha el Ingreso Mínimo Vital:
 
⚖️Reducir la desigualdad
❌Erradicar la pob…",,,,
833,Bitemojo Self-Guided Food Tour in #Barcelona #travelsomeday #armchairtravel #staythefhome https://t.co/Kcoddkmfnj #foodtour,,,,
834,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
835,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
836,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
837,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
838,"RT @AlexDF99: Mención especial para la salida de Alonso en Barcelona 2011, de 4º a 1º con sus dos cojones. La primera vez que por la televi…",,,,
839,"La demora en arrancar el Mundial ensució todo. Sin carreras, ¿cómo sabe Vettel que efectivamente lo que se ve en el… https://t.co/SulkjWlpPF",,,,
840,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
841,@estebanss018 @FBH_AZUL @CalvoRepeto Que se puede esperar de un gil hincha de un equipo chico y acomplejado de su c… https://t.co/rsAwyS68eW,,,,
842,"What kind of dumbasses don't already have multiple copies of each of his concert DVDs like I do?

But in all seriou… https://t.co/8nMEawdKXR",,,,
843,¡Arranca la Campaña de FC BARCELONA! #PESCM #FCB https://t.co/2nW2FPrhz4 https://t.co/8PKRz5Hkgu,,,,
844,@kooora Barcelona,,,,
845,"RT @SVargasOK: 🗣️ Hristo Stoichkov: ""El Barcelona ya era un equipo hecho, el trabajo de Guardiola fue muy fácil ya sabiendo el secreto de L…",,,,
846,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/LxApQLjZxo,,,,
847,"opinião impopular:
the A team
don't
barcelona https://t.co/HLWyvDwiXP",,,,
848,"RT @kroosbuster: Modric performance against Atletico(2017 UCL) was so good that if he played for Barcelona , he would have rescued them fro…",,,,
849,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
850,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
851,"RT @goal: Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is a decision tha…",,,,
852,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
853,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/GQ773dgF7p https://t.co/xkCL3mPKwq,,,,
854,¡¡VAAAAMOS VAMOS BARCELONA VAMOS A GANAAAR!! 💛🖤❤️ https://t.co/l0IZWWB8Zn,-80.4676050033072,-3.06371600046572,-79.7147810026682,-1.96227400010509
855,@GonBernardos Hostia!!! Creia que era #Barcelona por la mala gestion del @govern i la pesima gestion @JuntsXCat y s… https://t.co/g6GoGGSkjK,1.6636123,41.3242224,1.7381634,41.3719131
856,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/enUutsgF2o,,,,
857,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
858,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
859,"@Julio12LaBoca @facumairal @Relatoresconvos @VHMok Tenes razón, tenia el dato que empezo todo en Europa, pero siemp… https://t.co/1M7UCwRPbu",,,,
860,"#España | Tras padecer coronavirus, el Monito Vargas retomó los entrenamientos.
El exmediocampista de Vélez, comple… https://t.co/Bdc9GsIkuE",,,,
861,"Lionel Messi, Arjantin'deki devlet hastanelerine 500 bin euro'luk yardımda bulundu.

Arjantinli yıldız, daha önce d… https://t.co/ZosdJmBnyC",,,,
862,"🇪🇸 was incredible... can’t wait to see where else the game takes us! 📸 @themdmedia @goodwoodhockey 
#teamUSA🏆… https://t.co/ylSoNAwBPu",-18.1606948,27.6377504,4.3279851,43.7903881
863,"RT @diogo_olivier: Para quem ainda não sabe, a @rbstv vai reprisar, na íntegra, finais de Libertadores e Mundiais de Grêmio e Inter, sempre…",,,,
864,"Estos funcionarios del gobierno se expresan como si estuvieran en el chupadero, peleando por el Barcelona y el Real… https://t.co/VbSy5qp2PF",,,,
865,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
866,"@VarskySports Foyth es ideal para el Barcelona, pero tiene que subir mucho su nivel",,,,
867,una poronga la serie del barcelona,,,,
868,Looking for #job #Director #Lider #Consultor in #Barcelona? Check https://t.co/qSJ1gO5ElH #jobely #empleo #trabajo,,,,
869,"RT @totalBarca: Neymar, Martinez, Pjanic etc etc...

No matter what happens during the transfer window, if Jean-Clair Todibo is still a Bar…",,,,
870,"#Video Revive la última vez que el Barcelona se coronó campeón en la #CHAMPIONSxESPN. Fue en 2015, con triunfo cont… https://t.co/UviLs7kfzo",,,,
871,"RT @abrazosgratis: No nos censura el Gobierno, nos censuran un grupo de niñatos ofendidos desde la torre Agbar de Barcelona. 

#InstagramCe…",,,,
872,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
873,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
874,"@missanabeem I loved that piece, too, he's a great writer. There's a wonderful night train from Barcelona to Lisbon… https://t.co/O8BxUWrt4B",,,,
875,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
876,@kimpoyfeliciano Ung hanggang ngaun di ako mkagetover dun sa ldr vlog nyo ni anghet hahaahahah.. Pti ung asawa ang… https://t.co/oifkhR89Tp,,,,
877,"RT @MarcosCoelho: Já são exatos dois meses desde Flamengo 3 x 0 Barcelona (EQU). Naquela noite, enquanto os times se enfrentavam em campo,…",,,,
878,"RT @Futbool_Fotos: ¿12 millones de euros costó?

Visto hoy en día fue un REGALO el fichaje de Ter Stegen con el FC Barcelona 🇩🇪 https://t.c…",,,,
879,"RT @barcagalaxy: I love Barcelona, I hope I will go there someday.

💙❤ https://t.co/rg0h0Q8Gh2",,,,
880,"@HazemAlbalushi Casa batllò - barcelona 
من عالم الخيال رغم انه مستوحى من الإنسان ✨ 
-تصويري- https://t.co/Y0P0Jy8bii",,,,
881,@LuanSarcastico2 @PauloPe79396510 @SidneiCorinthi2 @gadelhacosta121 @lulu_sccp_ @anaberssani1 @josypaulinno… https://t.co/0HFZaGiADe,,,,
882,"@EdJimenez3 @facumairal @Relatoresconvos @VHMok No antes en Barcelona, el cuñado se la daba. El Morza después en Italia bardeo!!",,,,
883,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
884,@ycancallmeNanda Um grupo de estudantes de várias partes da Europa dividem um AP em Barcelona. O filme é centrado n… https://t.co/RjSTcNnlPP,,,,
885,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
886,Barcelona close in on Lautaro Martinez and Pjanic as duo 'agree' transfers.. with SEVEN players offered in return https://t.co/huBcdeNjjG,,,,
887,"RT @mundodeportivo: 🚨 #NoticiaMD

❗ El Barça ofrecerá un nuevo contrato hasta 2022 al técnico del Barça B, que tiene la intención de seguir…",,,,
888,"RT @cr7raprhymes: Leo Messi's Barcelona Loyalty summed up in 4 pics

😭😭😭 https://t.co/D3zsM3BoFo",,,,
889,RT @hmetromy: #Paris #PSG Neymar berhasrat menyertai semula Barcelona. https://t.co/8xhccES8PB,,,,
890,FC Barcelona e a Ditadura Franquista na Espanha: a thread https://t.co/c1r6v9kM0I,,,,
891,"RT @diogo_olivier: Para quem ainda não sabe, a @rbstv vai reprisar, na íntegra, finais de Libertadores e Mundiais de Grêmio e Inter, sempre…",,,,
892,"RT @WARPmagazine: Al igual que @Primavera_Sound de Barcelona, el festival @SonarFestival de la misma ciudad ha tenido que cancelar su edici…",,,,
893,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
894,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
895,RT @farizzio: Teleamazonas típico de los Egas comenzó con su guerra mediática atacar a los que apoyan a Estrada Emelec y Barcelona. Para va…,,,,
896,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
897,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
898,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
899,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
900,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
901,@Angelbj_ @PortiSantiago @Chaarly_lws @FedericoDucloux @wemerp @BriaanOjeda @Fran_Maler @SANGREXENEIZE Eso es cobre… https://t.co/7yIiAPX71T,,,,
902,RT @footballespana_: BREAK - Joan Laporta confirms he will run for Barcelona president next year and wants Pep Guardiola to return as coach…,,,,
903,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
904,"RT @Nene2011Leia: @GiongPortal @Centralginuyong Barcelona

CRISTAL COREANO",,,,
905,@Ignacio13Gil Catedral de Barcelona.,-99.5559825,27.409181,-99.353369,27.654973
906,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
907,"RT @DataRacingOK: Decididos a quedarse con Lautaro #MARTÍNEZ, #Barcelona le habría ofrecido al ex delantero de #RACING un contrato de 5 año…",,,,
908,tudo vai acontecer em Barcelona #Luimelia,,,,
909,"Football should NOT be played until it’s safe again. At this point in time, I couldn’t give a crap if the title is… https://t.co/wgOhVFOnxk",,,,
910,Lol oh no hunnayyy. Why’d you force the TH in Barcelona? 🤦🏻‍♀️ #TheBakerAndTheBeauty https://t.co/wji4EoDcCa,-76.497881,38.214146,-76.376796,38.305389
911,@goldorayo Barcelona********,,,,
912,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
913,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
914,Promoção FC BARCELONA em andamento! #PESCM #FCB https://t.co/orRUOu84hx https://t.co/KdmLwEsmjz,,,,
915,"RT @elrincondelaro: ¡Feliz miércoles!

Continuamos con la presentación de nuestros artistas.

Él es Albert Montserrat. Nace en Barcelona, d…",,,,
916,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
917,＼ #本田とじゃんけん2020 ／私は #本田にグーで勝つ ✊@pepsi_jpn をフォローして1日1回 #本田圭佑 とじゃんけん勝負！勝てばその場で新 #ペプシ #ジャパンコーラ ファミリーマート #無料 引換クーポンあたる！… https://t.co/gRZu41lvPI,,,,
918,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
919,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
920,¡Arranca la Campaña de FC BARCELONA! #PESCM #FCB https://t.co/DcY2PbS1iC,,,,
921,#Paris #PSG Neymar berhasrat menyertai semula Barcelona. https://t.co/8xhccES8PB,,,,
922,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
923,Y se vino la revolución en mi equipo tras el mal rendimiento mostrado por algunos jugadores durante estos dias .😭… https://t.co/16lLV3XNsZ,,,,
924,"@reezfooty @Kaisercash007 @Barzaboy @XavsFutbol Maybe should have read the other comments before you replied m8, yo… https://t.co/934Dknxehj",,,,
925,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
926,Acabo de ver una película del Barcelona con Guardiola del 2018 y qué buena,,,,
927,"RT @rafmelco: El Boeing 787, apodado «Dreamliner», es un moderno avión de pasajeros desarrollado por @BoeingAirplanes 
Puede transportar en…",,,,
928,"RT @macgregor_liesl: She's headed home to France, but will see her in 2 weeks in Barcelona!! https://t.co/7xN2NF0nFD",,,,
929,"@JAVI_CHAMORRO77 Y bien orgullosos que estamos. Gracias por vender tan bien Barcelona, la mejor ciudad del mundo.",,,,
930,"RT @diogo_olivier: Para quem ainda não sabe, a @rbstv vai reprisar, na íntegra, finais de Libertadores e Mundiais de Grêmio e Inter, sempre…",,,,
931,Rencana Juan Laporta Pulangkan Pep Guardiola Jika Terpilih Jadi Presiden Barcelona https://t.co/7fl0CHx6GR,,,,
932,Rencana Juan Laporta Pulangkan Pep Guardiola Jika Terpilih Jadi Presiden Barcelona https://t.co/6fbi0Kymqs,,,,
933,Rencana Juan Laporta Pulangkan Pep Guardiola Jika Terpilih Jadi Presiden Barcelona https://t.co/ka1Q9sKhmG (via https://t.co/xbxTdsKqEw),,,,
934,"RT @TonobiPonce: No estoy en Paris, no es Bélgica, ni Madrid, ni Barcelona, estoy en mi lugar, poniéndole el pecho al hijo de puta del Coro…",,,,
935,Noche de robos televisados por lo visto en ESPN Extra @ESPNDeportes primero Packers vs Seahawks MNF 2012 y después… https://t.co/3Zt6kiZm2E,,,,
936,Promoção FC BARCELONA em andamento! #PESCM #FCB https://t.co/NqhQpARvfO,,,,
937,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
938,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
939,RT @thi_oechsler: @CuriosidadesEU Barcelona dps que o Messi se aposentar vai ser só ladeira abaixo,,,,
940,"RT @Alejand59293573: #AviancaSeguiráVolando 
Foto desde un A330-200 aterrizando en Barcelona ❤️
Gratitud y Esperanza https://t.co/VqkkzEaQjm",,,,
941,"RT @ESPN_FDJ: 😱 Lautaro Martínez tendría todo listo para cerrar con el Barcelona

🗞️ Según reportes de prensa en España e Italia, El Toro h…",,,,
942,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
943,"Pues mañana voy a cancelar mi inetrcambio a Barcelona, me habían aceptado en Elisava, una escuela de puro diseño pa… https://t.co/VztJofLUxG",,,,
944,RT @garoto_luca: torço pro Santos e Barcelona,,,,
945,"RT @Gentalmn: Justin Bieber Punches A Fan In Barcelona... Ouch!

https://t.co/USesItuaIJ",,,,
946,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
947,"RT @ESPN_FDJ: 🧠 Un cerebro, un mago, un futbolista con toque privilegiado

🏆 Don Andrés Iniesta, el jugador que lo ganó prácticamente TODO…",,,,
948,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
949,@lucaffc20 @paradoxpdx @FlavinhoKavalo E o Partey a cada temporada melhora um quesito que no Barcelona só se encont… https://t.co/VePvddjWY9,,,,
950,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
951,"RT @mediotiempo: ¡Está armado! ⚽️🙌

Barcelona e Inter tendrían todo listo para intercambio de lujo. 🔁

https://t.co/2ck4Z06K5O",,,,
952,"Época que fez ganhar até rótulo de ''é o Barcelona?!'' quando se metia jogadas assim pelo mundo, vinha logo a lembr… https://t.co/fRKbqP4ZAc",,,,
953,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
954,"Panama City.
Barcelona.
Milán.
Orlando.
Londres,UK. https://t.co/H9FOGKxWxn",,,,
955,RT @Ernestou: @alejwall Podés hacer una crónica real de este  Boca 1 Barcelona 9 (?) https://t.co/xWTyMc5XWe,,,,
956,"RT @WARPmagazine: Al igual que @Primavera_Sound de Barcelona, el festival @SonarFestival de la misma ciudad ha tenido que cancelar su edici…",,,,
957,"RT @MessiFC10i: • Messi has 42 Goals and Assists in 32 Games this season
• Contributed to 49% of Goals Barcelona scored this season
• Contr…",,,,
958,"RT @MessiFC10i: • Messi has 42 Goals and Assists in 32 Games this season
• Contributed to 49% of Goals Barcelona scored this season
• Contr…",,,,
959,RT @peremora71: Vaig fer aquest foto fa exactament 25 anys a una manifestació a Cannes contra la política Europea a la guerra dels Balcans.…,,,,
960,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
961,SHE USED TO BE MINE - ALBA RECHE | CONCIERTO BARCELONA 31 MAYO | OT 2018 https://t.co/iHE6IrgZn6 via @YouTube,,,,
962,@goal @RvN1776 13 seconds after Ruud scores...Tamudo ties against Barcelona to keep Madrid ahead. https://t.co/oB38meYVNs,,,,
963,"RT @SC_ESPN: ¿LLEGA LAUTARO AL BARCELONA? Según la portada del diario Sport, estaría todo acordado para que el Toro Martínez sea compañero…",,,,
964,"RT @Esp_Interativo: Há alguns anos, no Barcelona... 🔥 https://t.co/mtglqAH8Si",,,,
965,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/jMBgel1iTT https://t.co/VoBa3BULQl,,,,
